id,text,label,label_txt
1f477a6f-3559-41ee-8ec5-2e77aee53190,"#DiaDelLibro 😇⭐❤️🙏🙌😍🌷 sentimientos, viajar con la imaginación ⭐⭐⭐⭐⭐⭐ https://t.co/gMgHMZlG6z",3,['feliz']
838add70-748c-4635-8133-36ff0b05aeb0,"¡Feliz #DíaDelLibro📚! ”El libro es fuerza, es valor, es poder, es alimento; antorcha del pensamiento y manantial del amor”. Rubén Darío… https://t.co/7iag86rvMq",3,['feliz']
64e3dd59-ae5c-4b9b-bd29-987609eb95d8,"Pues qué queréis que os diga, este sarao político, me gusta! Momentos como este, en los que se moviliza la población vote lo que vote; me enorgullece. Sobre todo a las mujeres que bastante nos ha costado luchar por el voto! #EleccionesL6 #ElecccionesGenerales28A #EleccionesA3N",3,['feliz']
f785d8c5-575a-47e1-9eb4-4217bc8b6bf5,Creo q esta noche no dormire.. Muchas emociones en #juegodetronos y ahora la nueva temporada de #EsposaJovenTVN #LaNuevaMelek,5,['sorprendido']
16c3edb5-9f8a-4f46-bf3a-15b831e93d88,Desde #BarberaDelValles #Barcelona #Cataluña #España con #NotreDame #Francia y sobretodo con el pueblo francés... 🇪🇸❤️🇫🇷 https://t.co/oAAsb6Wyv5,4,['triste']
3bb907c2-f304-46eb-9f6a-3936e4abbd7c,La noche es oscura y alberga horrores. #JuegodeTronos,2,['asustado']
98b6524c-a0b2-49da-9139-839c4a9f3095,¡Feliz día internacional del libro booklanders! 🎉🎉💕 Qué lean lo más que puedan y los llenen del libros #DiaDelLibro #eyeinbookland https://t.co/MjAvAPGKSi,3,['feliz']
332c8e31-d131-4983-9cd7-148ce9a1e20b,"Como me gustaría, que el Verdadero rey de la noche fuera Braan, y el del dragoncito sea un cebo. #JuegodeTronos",3,['feliz']
c2a9ac50-a3ac-4d14-beee-a0ae8f175c77,Que le pasa abonos tibios como USER que defienden a estas lacras!!! ???? #venezuela #TodaVenezuelaALaCalle https://t.co/7MLqod10M5,0,['enojado']
cc88c9f4-f77c-4fa5-992d-bbecedb65761,Ya viene el gol con el que el #CampNou se va a caer oeeee oeeeee #Barca #BarcaLevante #BarçaLevante #LaLiga,3,['feliz']
7514ec4e-009e-410d-9350-597fc65d50a0,"Lo de #NotreDame es muy triste, obvio. Lo único bueno que nos ha dejado la iglesia son obras musicales y arquitectónicas maravillosas, pero como siempre, reaccionamos al dolor europeo y no a otros. El bosque nativo es más antiguo que esa iglesia y lo queman por negocio 👀",0,['enojado']
0aadc10c-22e6-4c66-9155-2eba2af89b10,🏆 ¡CAMPEONES DE USER 2018-19! 8 ligas en 11 años. Lo extraordinario es que parezca normal. 🖌🎨 #WeColorLaLiga 🔵🔴 #VisçaBarça #LaLiga,3,['feliz']
30442f96-adc4-48db-9287-1d8200458bc3,Me está dando repulsión escuchar al secretario de #VOX😤 #ElecccionesGenerales28A #28Abril #28A,1,['desagradado']
3d9a6dfc-66cf-4b9f-9c12-8963a9bd9a9b,"Ayer, sentí pena y horror al ver a #NotreDame en llamas, con recuerdos de mi visita a esa magnífica catedral. Hoy, que sea la #esperanza el sentimiento principal. Esperanza y apoyo a #Francia y su gente para reconstruir este tesoro histórico. Manos a la obra! https://t.co/MHQXudjKPc",4,['triste']
e93bd5c1-7f85-41bc-9c62-937fd60ce7e1,USER No seas ridículo. El golpe lo vienen haciendo Chavez y Maduro. Dictadores. Al fin Venezuela se animó a liberarse! #Venezuela,0,['enojado']
99fe0e11-a928-4e46-84f6-74ca500d5b40,"#Venezuela En vivo desde Miami jajaja mintiendo mintiendo y mintiendo y también mienten, aveces informan mintiendo y aveces mienten informando por que si informan mienten y si mienten informan #ClarinMiente #HandsOffVenezuela #VenezuelaSeRespeta https://t.co/eH2Hogmk9K",1,['desagradado']
4242a885-7f22-41f8-b2c6-e4893a6af474,"Es alarmante que en todo el poder político de la CEE, no exista un solo líder político, con coraje , para decirle a los Europeos la verdad , y que tenga que ser una niña autista sueca #gretathunberg la que informe de un inminente colapso .#PSOE #PP #Ciudadanos",0,['enojado']
0e197ce1-0a35-4294-af82-8f966399c329,"La palabra libro, está muy cerca a la palabra libre. Sólo la letra final las distancia: la O de libro y la E de libre. - Sergio Pitol #DíadelLibro #INJUDET https://t.co/6mT5jZ0fCq",3,['feliz']
0d0cbcc1-902f-4c0e-b82f-cdd5aac2a957,"Posiblemente uno de los mejores capítulos de #JuegodeTronos , yo diría que si. Brutal!!",3,['feliz']
f00a1105-4ef1-426c-9083-e0099bb691a2,Menos mal que los debates los había ganado Pablo Iglesias #ElecccionesGenerales28A #EleccionesL6 https://t.co/rGOpyhsvFr,3,['feliz']
0da180ec-9ad6-4feb-a3c6-64523078b080,#NotreDameEnLlamas imaginad el desarrollo de la gente que se alegra x el incendio de esta joya! Debe ser muy moderno eso de ser gilipollas!,0,['enojado']
188759cf-e32d-45cf-81f8-c29c872850b0,Triste que la oposición fascista intente una vez más un golpe de estado 🙏🙏 #Venezuela https://t.co/Kc8wz7xyxj,4,['triste']
5177a998-1421-474d-8539-b4df747fbe4b,Amamos USER Estamos al lado del pueblo venezolano y maduron. #Venezuela https://t.co/w1wtl1Wjgf,3,['feliz']
466ab381-4929-4f0a-a00b-95828a6521dd,"Nominaron al premio Nobel de la Paz a #GretaThunberg, la adolescente que lucha contra el cambio climático #Mundo https://t.co/rxjj4wKItR",3,['feliz']
